,Year,Month,Day,Hour,Minute,Data Source and Uncertainty Flags,Dry Bulb Temperature,Dew Point Temperature,Relative Humidity,Atmospheric Station Pressure,Extraterrestrial Horizontal Radiation,Extraterrestrial Direct Normal Radiation,Horizontal Infrared Radiation Intensity,Global Horizontal Radiation,Direct Normal Radiation,Diffuse Horizontal Radiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,Zenith Luminance,Wind Direction,Wind Speed,Total Sky Cover,Opaque Sky Cover (used if Horizontal IR Intensity missing),Visibility,Ceiling Height,Present Weather Observation,Present Weather Codes,Precipitable Water,Aerosol Optical Depth,Snow Depth,Days Since Last Snowfall,Albedo,Liquid Precipitation Depth,Liquid Precipitation Quantity
0,2010,1,1,1,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-4.2,-13.1,46,88082,0,0,201,0,0,0,0,0,0,0,265,2.3,0,2,777.7,77777,9,999999999,2,0.085,0,88,0.21,0.0,0.0
1,2010,1,1,2,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-4.0,-13.1,45,87999,0,0,201,0,0,0,0,0,0,0,160,2.0,0,0,777.7,77777,9,999999999,2,0.085,0,88,0.21,0.0,0.0
2,2010,1,1,3,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-4.5,-13.2,46,87957,0,0,201,0,0,0,0,0,0,0,268,2.0,0,2,777.7,77777,9,999999999,2,0.085,0,88,0.21,0.0,0.0
3,2010,1,1,4,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-4.9,-13.4,48,87915,0,0,201,0,0,0,0,0,0,0,272,2.0,0,2,777.7,77777,9,999999999,2,0.085,0,88,0.21,0.0,0.0
4,2010,1,1,5,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-5.4,-13.5,49,87873,0,0,201,0,0,0,0,0,0,0,160,2.0,0,0,777.7,77777,9,999999999,2,0.085,0,88,0.21,0.0,0.0
5,2010,1,1,6,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-9.8,-16.8,53,88511,0,0,201,0,0,0,0,0,0,0,276,2.0,0,3,777.7,77777,9,999999999,2,0.085,0,88,0.21,0.0,0.0
6,2010,1,1,7,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-14.3,-20.2,57,89150,0,0,202,0,0,0,0,0,0,0,280,2.0,0,4,777.7,77777,9,999999999,1,0.085,0,88,0.21,0.0,0.0
7,2010,1,1,8,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-7.2,-13.2,59,87994,0,0,202,0,0,0,0,0,0,0,180,2.0,0,0,777.7,77777,9,999999999,2,0.085,0,88,0.21,0.0,0.0
8,2010,1,1,9,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-5.7,-13.2,51,88055,227,1344,204,118,416,46,19569,48379,8902,5156,259,2.0,3,3,777.7,3982,9,999999999,2,0.085,0,88,0.21,0.0,0.0
9,2010,1,1,10,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-4.1,-13.2,45,88116,426,1415,210,253,543,88,32848,56211,14064,6516,255,2.0,2,2,777.7,3808,9,999999999,2,0.085,0,88,0.21,0.0,0.0
10,2010,1,1,11,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-2.6,-13.2,40,88177,573,1415,222,353,560,129,42152,57050,19098,7512,200,2.0,1,1,777.7,77777,9,999999999,2,0.085,0,88,0.21,0.0,0.0
11,2010,1,1,12,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,0.0,-12.8,33,88162,658,1415,230,407,543,156,46343,58942,21342,7575,277,3.3,0,0,777.7,3579,9,999999999,3,0.085,0,88,0.21,0.0,0.0
12,2010,1,1,13,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.5,-12.3,29,88148,675,1415,236,429,591,150,44920,64415,18189,6296,280,4.7,0,0,777.7,3520,9,999999999,3,0.085,0,88,0.21,0.0,0.0
13,2010,1,1,14,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,5.1,-11.9,25,88134,622,1415,232,407,668,117,38174,67670,13342,5129,270,6.0,6,6,777.7,3593,9,999999999,3,0.085,0,88,0.21,0.0,0.0
14,2010,1,1,15,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.2,-11.4,26,88165,503,1415,227,325,673,85,27186,61231,9706,4988,284,5.3,0,0,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
15,2010,1,1,16,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.2,-11.0,27,88197,327,1415,223,192,540,61,13529,38465,5909,4137,286,4.7,0,0,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
16,2010,1,1,17,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,5.3,-10.5,28,88229,105,1415,219,62,220,27,3595,11195,2019,1713,290,4.0,0,0,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
17,2010,1,1,18,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.9,-10.2,32,88298,0,589,215,4,0,3,216,0,164,57,291,4.3,1,0,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
18,2010,1,1,19,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.4,-9.9,36,88368,0,0,213,0,0,0,0,0,0,0,301,4.7,0,0,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
19,2010,1,1,20,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,1.0,-9.6,41,88437,0,0,211,0,0,0,0,0,0,0,320,5.0,0,0,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
20,2010,1,1,21,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-0.2,-9.6,45,88424,0,0,206,0,0,0,0,0,0,0,306,4.0,0,2,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
21,2010,1,1,22,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-1.3,-9.6,49,88411,0,0,204,0,0,0,0,0,0,0,307,3.0,0,2,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
22,2010,1,1,23,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-2.5,-9.6,54,88398,0,0,202,0,0,0,0,0,0,0,290,2.0,0,0,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
23,2010,1,1,24,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-3.3,-9.7,58,88340,0,0,200,0,0,0,0,0,0,0,307,1.7,0,4,777.7,77777,9,999999999,3,0.085,0,88,0.21,0.0,0.0
24,2010,1,2,1,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-4.1,-9.8,61,88282,0,0,199,0,0,0,0,0,0,0,309,1.3,0,4,777.7,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
25,2010,1,2,2,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-4.9,-9.9,65,88225,0,0,198,0,0,0,0,0,0,0,270,1.0,0,0,777.7,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
26,2010,1,2,3,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-5.3,-10.0,67,88229,0,0,200,0,0,0,0,0,0,0,302,1.0,5,5,777.7,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
27,2010,1,2,4,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-5.7,-10.0,68,88233,0,0,200,0,0,0,0,0,0,0,303,1.0,5,5,777.7,6364,9,999999999,3,0.084,0,88,0.21,0.0,0.0
28,2010,1,2,5,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-6.1,-10.1,70,88237,0,0,201,0,0,0,0,0,0,0,250,1.0,0,0,777.7,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
29,2010,1,2,6,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-7.5,-11.4,71,88477,0,0,200,0,0,0,0,0,0,0,295,1.0,0,6,777.7,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
30,2010,1,2,7,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-8.9,-12.7,71,88717,0,0,200,0,0,0,0,0,0,0,281,1.0,7,6,777.7,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
31,2010,1,2,8,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-7.3,-10.3,77,88387,0,0,200,0,0,0,0,0,0,0,180,2.0,3,3,777.7,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
32,2010,1,2,9,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-5.6,-9.7,70,88472,226,1340,206,118,403,47,19832,49616,8549,5023,268,2.0,6,6,777.7,1467,9,999999999,3,0.084,0,88,0.21,0.0,0.0
33,2010,1,2,10,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-3.8,-9.2,63,88557,426,1415,209,258,576,81,33548,64918,11604,5094,258,2.0,5,5,777.7,1449,9,999999999,4,0.084,0,88,0.21,0.0,0.0
34,2010,1,2,11,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-2.1,-8.6,57,88641,574,1415,210,382,710,94,44100,75245,12784,4542,160,2.0,3,3,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
35,2010,1,2,12,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-0.6,-8.7,50,88610,660,1415,211,459,781,98,49009,79664,13032,4231,225,2.3,0,2,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
36,2010,1,2,13,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,0.8,-8.9,44,88579,677,1415,212,475,797,97,47408,78679,12750,4295,227,2.7,2,1,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
37,2010,1,2,14,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,2.3,-9.0,39,88548,624,1415,214,428,761,94,39690,72973,11771,4658,160,3.0,0,0,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
38,2010,1,2,15,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.4,-8.9,39,88538,506,1415,221,328,684,83,27317,60884,9674,4991,228,2.7,1,1,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
39,2010,1,2,16,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.5,-8.8,40,88528,330,1415,221,191,517,62,13394,36338,6100,4278,217,2.3,1,1,777.7,2748,9,999999999,4,0.084,0,88,0.21,0.0,0.0
40,2010,1,2,17,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,2.6,-8.7,40,88518,108,1415,222,61,196,28,3513,9996,2110,1793,180,2.0,9,9,777.7,2347,9,999999999,4,0.084,0,88,0.21,0.0,0.0
41,2010,1,2,18,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.7,-8.4,44,88464,0,607,228,4,0,3,216,0,164,57,157,2.7,1,1,777.7,2089,9,999999999,4,0.084,0,88,0.21,0.0,0.0
42,2010,1,2,19,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,0.7,-8.0,48,88410,0,0,254,0,0,0,0,0,0,0,168,3.3,2,2,777.7,1991,9,999999999,4,0.084,0,88,0.21,0.0,0.0
43,2010,1,2,20,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-0.2,-7.7,53,88356,0,0,239,0,0,0,0,0,0,0,140,4.0,1,1,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
44,2010,1,2,21,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-0.4,-7.7,54,88237,0,0,220,0,0,0,0,0,0,0,186,4.0,7,3,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
45,2010,1,2,22,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-0.6,-7.8,54,88119,0,0,217,0,0,0,0,0,0,0,203,4.0,3,3,777.7,5119,9,999999999,4,0.084,0,88,0.21,0.0,0.0
46,2010,1,2,23,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-0.8,-7.8,55,88000,0,0,216,0,0,0,0,0,0,0,140,4.0,9,9,777.7,4959,9,999999999,4,0.084,0,88,0.21,0.0,0.0
47,2010,1,2,24,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-1.4,-8.0,57,87860,0,0,234,0,0,0,0,0,0,0,236,3.3,4,4,777.7,4666,9,999999999,4,0.084,0,88,0.21,0.0,0.0
48,2010,1,3,1,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-2.0,-8.1,59,87719,0,0,239,0,0,0,0,0,0,0,235,2.7,4,4,777.7,4543,9,999999999,4,0.084,0,88,0.21,0.0,0.0
49,2010,1,3,2,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-2.6,-8.3,61,87579,0,0,247,0,0,0,0,0,0,0,140,2.0,1,1,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
50,2010,1,3,3,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-3.0,-8.5,62,87505,0,0,245,0,0,0,0,0,0,0,222,1.7,4,4,777.7,3346,9,999999999,4,0.084,0,88,0.21,0.0,0.0
51,2010,1,3,4,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-3.3,-8.7,63,87430,0,0,243,0,0,0,0,0,0,0,241,1.3,5,5,777.7,3751,9,999999999,4,0.084,0,88,0.21,0.1,0.0
52,2010,1,3,5,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-3.7,-8.9,64,87355,0,0,240,0,0,0,0,0,0,0,270,1.0,1,1,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
53,2010,1,3,6,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-4.2,-9.2,65,87529,0,0,218,0,0,0,0,0,0,0,266,2.0,3,5,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
54,2010,1,3,7,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-4.8,-9.4,67,87703,0,0,216,0,0,0,0,0,0,0,277,3.0,10,5,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
55,2010,1,3,8,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-2.5,-9.4,55,87532,0,0,219,0,0,0,0,0,0,0,250,2.0,0,0,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
56,2010,1,3,9,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-0.8,-8.9,50,87657,226,1338,217,125,452,44,21103,56180,7713,4584,292,5.0,1,2,777.7,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
57,2010,1,3,10,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.0,-8.5,45,87781,427,1415,215,273,656,72,35233,71786,10474,4667,293,8.0,3,2,777.7,886,9,999999999,4,0.084,0,88,0.21,0.0,0.0
58,2010,1,3,11,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9*9,2.7,-8.0,42,87906,575,1415,213,396,766,86,45465,79487,12118,4385,320,11.0,0,0,9000.0,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
59,2010,1,3,12,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.7,-8.7,39,87961,661,1415,212,470,809,96,50190,82063,12965,4256,299,11.7,3,1,9000.0,77777,9,999999999,4,0.084,0,88,0.21,0.0,0.0
60,2010,1,3,13,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.7,-9.5,37,88016,679,1415,211,486,817,98,48694,81053,12850,4328,301,12.3,0,0,9000.0,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
61,2010,1,3,14,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,2.7,-10.2,34,88071,627,1415,214,442,789,95,41081,75750,11904,4671,290,13.0,3,3,9000.0,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
62,2010,1,3,15,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.3,-12.1,32,88168,509,1415,211,341,712,85,28423,63706,9807,4982,303,12.3,0,0,9000.0,77777,9,999999999,3,0.084,0,88,0.21,0.0,0.0
63,2010,1,3,16,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,0.0,-14.1,30,88265,333,1415,207,199,550,63,14031,38936,6078,4205,308,11.7,9,0,9000.0,77777,9,999999999,2,0.084,0,88,0.21,0.0,0.0
64,2010,1,3,17,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-1.4,-16.0,28,88362,112,1415,203,65,221,27,3780,11161,2054,1731,320,11.0,0,0,9000.0,77777,9,999999999,2,0.084,0,88,0.21,0.0,0.0
65,2010,1,3,18,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-3.9,-16.8,32,88449,0,626,196,5,0,3,270,0,164,57,335,8.7,0,0,9000.0,77777,9,999999999,2,0.084,0,88,0.21,0.0,0.0
66,2010,1,3,19,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-6.5,-17.5,37,88537,0,0,187,0,0,0,0,0,0,0,348,6.3,0,0,9000.0,77777,9,999999999,2,0.084,0,88,0.21,0.0,0.0
67,2010,1,3,20,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-9.0,-18.3,43,88624,0,0,177,0,0,0,0,0,0,0,340,4.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
68,2010,1,3,21,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-10.3,-18.6,47,88634,0,0,169,0,0,0,0,0,0,0,355,3.7,0,2,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
69,2010,1,3,22,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-11.6,-18.9,51,88644,0,0,165,0,0,0,0,0,0,0,356,3.3,0,3,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
70,2010,1,3,23,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-12.9,-19.2,56,88654,0,0,162,0,0,0,0,0,0,0,340,3.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
71,2010,1,3,24,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-13.8,-19.7,58,88633,0,0,160,0,0,0,0,0,0,0,353,3.0,0,4,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
72,2010,1,4,1,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-14.6,-20.1,60,88612,0,0,158,0,0,0,0,0,0,0,351,3.0,0,4,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
73,2010,1,4,2,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-15.5,-20.6,62,88591,0,0,156,0,0,0,0,0,0,0,360,3.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
74,2010,1,4,3,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-16.1,-21.2,62,88627,0,0,155,0,0,0,0,0,0,0,348,3.0,0,4,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
75,2010,1,4,4,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-16.8,-21.8,62,88663,0,0,153,0,0,0,0,0,0,0,346,3.0,0,4,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
76,2010,1,4,5,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-17.4,-22.4,62,88699,0,0,151,0,0,0,0,0,0,0,340,3.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
77,2010,1,4,6,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-15.3,-19.4,68,88630,0,0,149,0,0,0,0,0,0,0,344,3.0,0,5,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
78,2010,1,4,7,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-13.1,-16.5,74,88560,0,0,147,0,0,0,0,0,0,0,348,3.0,0,6,9000.0,77777,9,999999999,2,0.084,0,88,0.21,0.0,0.0
79,2010,1,4,8,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-19.4,-23.3,68,88928,0,0,146,0,0,0,0,0,0,0,360,3.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
80,2010,1,4,9,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-18.2,-23.4,61,89033,226,1336,146,132,493,44,22025,59868,7880,4677,355,2.7,0,4,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
81,2010,1,4,10,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-16.9,-23.4,54,89138,427,1415,146,285,693,74,36671,75472,10740,4787,359,2.3,0,3,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
82,2010,1,4,11,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-15.7,-23.5,47,89243,576,1415,148,414,802,88,47215,83426,12217,4378,360,2.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
83,2010,1,4,12,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-14.3,-23.6,41,89211,663,1415,150,491,850,95,51844,86330,12797,4154,8,2.3,0,1,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
84,2010,1,4,13,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-12.9,-23.8,36,89179,681,1415,152,507,860,96,50488,85421,12563,4214,12,2.7,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
85,2010,1,4,14,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-11.5,-23.9,31,89147,630,1415,154,460,832,92,42840,80245,11517,4540,40,3.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
86,2010,1,4,15,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-11.3,-24.3,29,89143,512,1415,156,356,757,81,29873,68655,9474,4860,22,2.3,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
87,2010,1,4,16,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-11.2,-24.8,28,89140,337,1415,158,211,603,61,15017,43026,5998,4162,27,1.7,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
88,2010,1,4,17,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-11.0,-25.2,26,89137,115,1415,159,71,250,28,4131,12600,2102,1758,20,1.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
89,2010,1,4,18,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-11.7,-24.7,29,89161,0,646,160,6,0,4,297,0,191,67,45,1.3,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
90,2010,1,4,19,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-12.5,-24.2,33,89184,0,0,161,0,0,0,0,0,0,0,65,1.7,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
91,2010,1,4,20,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-13.2,-23.7,37,89207,0,0,163,0,0,0,0,0,0,0,70,2.0,0,0,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
92,2010,1,4,21,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-13.4,-23.4,39,89168,0,0,164,0,0,0,0,0,0,0,74,2.0,0,1,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
93,2010,1,4,22,30,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,-13.6,-23.0,41,89130,0,0,165,0,0,0,0,0,0,0,87,2.0,1,1,9000.0,3139,9,999999999,1,0.084,0,88,0.21,0.0,0.0
94,2010,1,4,23,30,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,-13.8,-22.7,43,89091,0,0,167,0,0,0,0,0,0,0,110,2.0,3,3,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
95,2010,1,4,24,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-13.8,-22.3,45,89009,0,0,167,0,0,0,0,0,0,0,88,2.0,2,2,9000.0,77777,9,999999999,1,0.084,0,88,0.21,0.0,0.0
96,2010,1,5,1,30,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,-13.9,-21.8,47,88927,0,0,169,0,0,0,0,0,0,0,87,2.0,2,2,9000.0,2436,9,999999999,1,0.084,0,88,0.21,0.0,0.0
