,Year,Month,Day,Hour,Minute,Data Source and Uncertainty Flags,DBT,Dew Point Temperature,Relative Humidity,Atmospheric Station Pressure,Extraterrestrial Horizontal Radiation,Extraterrestrial Direct Normal Radiation,Horizontal Infrared Radiation Intensity,glob_hor_rad,Direct Normal Radiation,Diffuse Horizontal Radiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,Zenith Luminance,Wind Direction,wind_speed,Total Sky Cover,Opaque Sky Cover (used if Horizontal IR Intensity missing),Visibility,Ceiling Height,Present Weather Observation,Present Weather Codes,Precipitable Water,Aerosol Optical Depth,Snow Depth,Days Since Last Snowfall,Albedo,Liquid Precipitation Depth,Liquid Precipitation Quantity
0,2005,1,1,1,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-9.1,-12.1,77,91830,0,0,233,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
1,2005,1,1,2,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7,-10,77,91830,0,0,241,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
2,2005,1,1,3,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.8,-10.8,77,91830,0,0,238,0,0,0,0,0,0,0,225,3,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
3,2005,1,1,4,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8,-11,77,91830,0,0,237,0,0,0,0,0,0,0,225,3,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
4,2005,1,1,5,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.2,-11.2,77,91830,0,0,235,0,0,0,0,0,0,0,225,2,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
5,2005,1,1,6,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-6.4,-9.4,77,91830,0,0,242,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,4,0.085,0,88,0.6,0,0
6,2005,1,1,7,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.3,-10.3,77,91830,0,0,238,0,0,0,0,0,0,0,247,2,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
7,2005,1,1,8,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.6,-10.6,77,91830,0,0,237,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
8,2005,1,1,9,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.1,-11.1,77,91830,0,0,234,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
9,2005,1,1,10,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.3,-10.3,77,91830,0,0,237,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
10,2005,1,1,11,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.7,-12.2,67,91830,228,1375,218,19,0,19,2100,0,2119,1011,292,2,5,5,999,999,9,999999999,3,0.085,0,88,0.6,0,0
11,2005,1,1,12,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5.7,-10.2,67,91830,422,1415,226,133,0,133,14266,0,14400,6933,247,3,5,5,999,999,9,999999999,3,0.085,0,88,0.58,0,0
12,2005,1,1,13,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-4.4,-10.4,59,91830,565,1415,222,283,0,283,30316,0,30600,13600,247,3,4,4,999,999,9,999999999,3,0.085,0,88,0.493,0,0
13,2005,1,1,14,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-2.2,-8.2,60,91830,645,1415,232,383,0,383,41016,0,41400,17250,292,2,4,4,999,999,9,999999999,4,0.085,0,88,0.347,0,0
14,2005,1,1,15,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-0.4,-6.4,60,91830,657,1415,240,431,0,431,46070,0,46500,18514,0,0,4,4,999,999,9,999999999,5,0.085,0,88,0.227,0,0
15,2005,1,1,16,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-0.1,-6.1,60,91830,601,1415,242,394,0,394,42205,0,42600,17355,360,2,4,4,999,999,9,999999999,5,0.085,0,88,0.207,0,0
16,2005,1,1,17,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,0.5,-5.5,61,91830,480,1415,246,383,0,383,41016,0,41400,16100,45,2,4,4,999,999,9,999999999,5,0.085,0,88,0.2,0,0
17,2005,1,1,18,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,1.6,-2.9,70,91830,302,1415,269,347,0,347,37500,0,37847,12847,22,2,6,6,999,999,9,999999999,7,0.085,0,88,0.2,0,0
18,2005,1,1,19,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,0.6,-3.9,69,91830,80,1415,265,167,0,167,18000,0,18167,5500,22,2,6,6,999,999,9,999999999,6,0.085,0,88,0.2,0,0
19,2005,1,1,20,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-2,-5,78,91830,0,453,262,19,0,0,2100,0,0,0,67,1,7,7,999,999,9,999999999,6,0.085,0,88,0.333,0,0
20,2005,1,1,21,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-3.4,-6.4,77,91830,0,0,257,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,5,0.085,0,88,0.427,0,0
21,2005,1,1,22,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5.7,-8.7,77,91830,0,0,247,0,0,0,0,0,0,0,67,1,7,7,999,999,9,999999999,4,0.085,0,88,0.58,0,0
22,2005,1,1,23,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.4,-10.4,77,91830,0,0,240,0,0,0,0,0,0,0,112,1,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
23,2005,1,1,24,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.6,-10.6,77,91830,0,0,239,0,0,0,0,0,0,0,67,1,7,7,999,999,9,999999999,3,0.085,0,88,0.6,0,0
24,2005,1,2,1,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.5,-10.5,77,91970,0,0,239,0,0,0,0,0,0,0,112,1,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
25,2005,1,2,2,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-9.2,-12.2,77,91970,0,0,232,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
26,2005,1,2,3,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-9.8,-12.8,76,91970,0,0,230,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
27,2005,1,2,4,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-10.7,-13.7,76,91970,0,0,226,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
28,2005,1,2,5,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-11.9,-14.9,76,91970,0,0,221,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
29,2005,1,2,6,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-12.4,-15.4,76,91970,0,0,219,0,0,0,0,0,0,0,360,2,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
30,2005,1,2,7,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-12.5,-15.5,76,91970,0,0,218,0,0,0,0,0,0,0,292,2,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
31,2005,1,2,8,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-13.4,-16.4,76,91970,0,0,214,0,0,0,0,0,0,0,292,1,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
32,2005,1,2,9,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-13.4,-16.4,76,91970,0,0,214,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
33,2005,1,2,10,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-14.3,-17.3,76,91970,0,0,210,0,0,0,0,0,0,0,292,2,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
34,2005,1,2,11,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-14.5,-19,66,91970,227,1372,193,11,0,11,1200,0,1211,578,270,3,5,5,999,999,9,999999999,1,0.084,0,88,0.6,0,0
35,2005,1,2,12,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-13.2,-17.7,66,91970,423,1415,198,128,0,128,13672,0,13800,6645,292,3,5,5,999,999,9,999999999,2,0.084,0,88,0.6,0,0
36,2005,1,2,13,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-11.2,-17.2,58,91970,566,1415,196,292,458,108,32667,47175,14083,5741,270,3,4,4,999,999,9,999999999,2,0.084,0,88,0.6,0,0
37,2005,1,2,14,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.9,-14.9,58,91970,646,1415,205,422,790,61,44755,79823,8328,2918,247,6,4,4,999,999,9,999999999,2,0.084,0,88,0.6,0,0
38,2005,1,2,15,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.1,-13.1,59,91970,659,1415,212,489,0,489,52311,0,52800,20044,292,4,4,4,999,999,9,999999999,3,0.084,0,88,0.6,0,0
39,2005,1,2,16,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5.6,-11.6,59,91970,603,1415,219,494,0,494,52905,0,53400,19778,270,5,4,4,999,999,9,999999999,3,0.084,0,88,0.573,0,0
40,2005,1,2,17,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-4.7,-10.7,59,91970,483,1415,223,328,0,328,35072,0,35728,14422,270,4,4,4,999,999,9,999999999,3,0.084,0,88,0.513,0,0
41,2005,1,2,18,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-4,-8.5,68,91970,305,1415,236,186,0,186,20100,0,20286,7817,270,4,5,5,999,999,9,999999999,4,0.084,0,88,0.467,0,0
42,2005,1,2,19,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-3.7,-8.2,68,91970,84,1415,238,106,0,106,11400,0,11506,3695,270,3,5,5,999,999,9,999999999,4,0.084,0,88,0.447,0,0
43,2005,1,2,20,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-4.8,-7.8,77,91970,0,472,250,19,0,0,2100,0,0,0,247,4,7,7,999,999,9,999999999,4,0.084,0,88,0.52,0,0
44,2005,1,2,21,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5.3,-8.3,77,91970,0,0,248,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,4,0.084,0,88,0.553,0,0
45,2005,1,2,22,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5.7,-8.7,77,91970,0,0,247,0,0,0,0,0,0,0,247,4,7,7,999,999,9,999999999,4,0.084,0,88,0.58,0,0
46,2005,1,2,23,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-6.7,-9.7,77,91970,0,0,243,0,0,0,0,0,0,0,247,2,7,7,999,999,9,999999999,4,0.084,0,88,0.6,0,0
47,2005,1,2,24,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.7,-10.7,77,91970,0,0,239,0,0,0,0,0,0,0,247,2,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
48,2005,1,3,1,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.8,-11.8,77,92330,0,0,234,0,0,0,0,0,0,0,247,2,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
49,2005,1,3,2,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.7,-11.7,77,92330,0,0,234,0,0,0,0,0,0,0,247,2,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
50,2005,1,3,3,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-6.9,-9.9,77,92330,0,0,242,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,4,0.084,0,88,0.6,0,0
51,2005,1,3,4,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-6.9,-9.9,77,92330,0,0,241,0,0,0,0,0,0,0,247,2,7,7,999,999,9,999999999,4,0.084,0,88,0.6,0,0
52,2005,1,3,5,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.4,-10.4,77,92330,0,0,239,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
53,2005,1,3,6,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.6,-11.6,77,92330,0,0,233,0,0,0,0,0,0,0,270,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
54,2005,1,3,7,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-9.2,-12.2,77,92330,0,0,231,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
55,2005,1,3,8,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.3,-11.3,77,92330,0,0,234,0,0,0,0,0,0,0,270,5,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
56,2005,1,3,9,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-10,-13,76,92330,0,0,227,0,0,0,0,0,0,0,247,4,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
57,2005,1,3,10,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.3,-11.3,77,92330,0,0,233,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
58,2005,1,3,11,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.2,-12.7,67,92330,227,1370,217,19,17,17,2780,1781,3125,1470,247,4,5,5,999,999,9,999999999,3,0.084,0,88,0.6,0,0
59,2005,1,3,12,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-6.4,-10.9,67,92330,423,1415,224,133,0,133,14266,0,14400,6933,292,3,5,5,999,999,9,999999999,3,0.084,0,88,0.6,0,0
60,2005,1,3,13,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5.9,-11.9,59,92330,567,1415,216,192,0,192,20509,0,20700,9775,247,2,4,4,999,999,9,999999999,3,0.084,0,88,0.593,0,0
61,2005,1,3,14,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5,-11,59,92330,648,1415,220,256,0,256,27345,0,27600,12522,337,1,4,4,999,999,9,999999999,3,0.084,0,88,0.533,0,0
62,2005,1,3,15,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-3.1,-9.1,60,92330,661,1415,229,358,0,358,38341,0,38700,16125,247,2,4,4,999,999,9,999999999,4,0.084,0,88,0.407,0,0
63,2005,1,3,16,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-2,-8,60,92330,606,1415,234,442,0,442,47259,0,47700,18550,247,1,4,4,999,999,9,999999999,4,0.084,0,88,0.333,0,0
64,2005,1,3,17,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-0.9,-6.9,60,92330,486,1415,239,414,0,414,44286,0,44700,16969,247,2,4,4,999,999,9,999999999,5,0.084,0,88,0.26,0,0
65,2005,1,3,18,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-1.2,-5.7,68,92330,309,1415,248,300,0,300,32400,0,32700,11700,0,0,5,5,999,999,9,999999999,5,0.084,0,88,0.28,0,0
66,2005,1,3,19,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-1.1,-5.6,68,92330,87,1415,249,150,0,150,16200,0,16350,5100,0,0,5,5,999,999,9,999999999,5,0.084,0,88,0.273,0,0
67,2005,1,3,20,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-2.8,-5.8,77,92330,0,491,259,25,0,0,2700,0,0,0,0,0,7,7,999,999,9,999999999,5,0.084,0,88,0.387,0,0
68,2005,1,3,21,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5.2,-8.2,77,92330,0,0,249,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,4,0.084,0,88,0.547,0,0
69,2005,1,3,22,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.8,-10.8,77,92330,0,0,238,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
70,2005,1,3,23,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.7,-11.7,77,92330,0,0,235,0,0,0,0,0,0,0,360,1,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
71,2005,1,3,24,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-9.7,-12.7,76,92330,0,0,231,0,0,0,0,0,0,0,247,2,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
72,2005,1,4,1,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.5,-11.5,77,92440,0,0,235,0,0,0,0,0,0,0,202,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
73,2005,1,4,2,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.7,-10.7,77,92440,0,0,239,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
74,2005,1,4,3,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-6.9,-9.9,77,92440,0,0,242,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,4,0.084,0,88,0.6,0,0
75,2005,1,4,4,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-6.7,-9.7,77,92440,0,0,242,0,0,0,0,0,0,0,225,3,7,7,999,999,9,999999999,4,0.084,0,88,0.6,0,0
76,2005,1,4,5,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.3,-10.3,77,92440,0,0,239,0,0,0,0,0,0,0,247,2,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
77,2005,1,4,6,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.9,-11.9,77,92440,0,0,232,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
78,2005,1,4,7,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-9.2,-12.2,77,92440,0,0,231,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
79,2005,1,4,8,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-11.2,-14.2,76,92440,0,0,222,0,0,0,0,0,0,0,202,2,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
80,2005,1,4,9,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-11.9,-14.9,76,92440,0,0,219,0,0,0,0,0,0,0,202,2,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
81,2005,1,4,10,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-11.9,-14.9,76,92440,0,0,219,0,0,0,0,0,0,0,247,1,7,7,999,999,9,999999999,2,0.084,0,88,0.6,0,0
82,2005,1,4,11,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-11.3,-15.8,66,92440,228,1369,205,14,0,14,1500,0,1514,722,247,3,5,5,999,999,9,999999999,2,0.084,0,88,0.6,0,0
83,2005,1,4,12,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.4,-11.9,67,92440,424,1415,220,119,0,119,12780,0,12900,6211,247,3,5,5,999,999,9,999999999,3,0.084,0,88,0.6,0,0
84,2005,1,4,13,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-5.2,-11.2,59,92440,568,1415,219,211,0,211,22589,0,22800,10556,247,2,4,4,999,999,9,999999999,3,0.084,0,88,0.547,0,0
85,2005,1,4,14,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-2.8,-8.8,60,92440,649,1415,229,347,0,347,37153,0,37500,15972,292,3,4,4,999,999,9,999999999,4,0.084,0,88,0.387,0,0
86,2005,1,4,15,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-1.9,-7.9,60,92440,663,1415,234,317,0,317,33884,0,34200,14883,292,2,4,4,999,999,9,999999999,4,0.084,0,88,0.327,0,0
87,2005,1,4,16,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-0.6,-6.6,60,92440,608,1415,240,325,0,325,34775,0,35100,14950,292,2,4,4,999,999,9,999999999,5,0.084,0,88,0.24,0,0
88,2005,1,4,17,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-0.5,-6.5,60,92440,489,1415,241,286,0,286,30614,0,30900,12875,337,2,4,4,999,999,9,999999999,5,0.084,0,88,0.233,0,0
89,2005,1,4,18,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-0.1,-4.6,69,92440,312,1415,253,203,0,203,21900,0,22103,8517,292,2,5,5,999,999,9,999999999,6,0.084,0,88,0.207,0,0
90,2005,1,4,19,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-0.3,-4.8,69,92440,91,1415,253,117,0,117,12600,0,12717,4083,337,1,5,5,999,999,9,999999999,6,0.084,0,88,0.22,0,0
91,2005,1,4,20,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-2.5,-5.5,78,92440,0,511,260,22,0,0,2400,0,0,0,22,1,7,7,999,999,9,999999999,5,0.084,0,88,0.367,0,0
92,2005,1,4,21,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-4.2,-7.2,77,92440,0,0,253,0,0,0,0,0,0,0,67,1,7,7,999,999,9,999999999,5,0.084,0,88,0.48,0,0
93,2005,1,4,22,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.9,-10.9,77,92440,0,0,238,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
94,2005,1,4,23,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.3,-11.3,77,92440,0,0,236,0,0,0,0,0,0,0,0,0,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
95,2005,1,4,24,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-9.7,-12.7,76,92440,0,0,231,0,0,0,0,0,0,0,202,2,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
96,2005,1,5,1,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.2,-11.2,77,92840,0,0,237,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
97,2005,1,5,2,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-9.7,-12.7,76,92840,0,0,231,0,0,0,0,0,0,0,202,2,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
98,2005,1,5,3,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-8.3,-11.3,77,92840,0,0,236,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
99,2005,1,5,4,0,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*9*9*9C9*9*9,-7.4,-10.4,77,92840,0,0,239,0,0,0,0,0,0,0,247,3,7,7,999,999,9,999999999,3,0.084,0,88,0.6,0,0
